,elapsed_time,EventType,BlueBallsLeft,PurpleBallsLeft,BlueLives,PurpleLives,Corner
3,0.0,S,0,0,3,3,0.0
4,0.067,PurpleDash,0,0,3,3,0.0
5,1.205,PurpleDash,0,0,3,3,0.0
6,1.467,PurplePickedUpBall,0,1,3,3,0.0
7,1.74,BluePickedUpBall,1,1,3,3,0.0
8,1.867,PurpleThrewBall,1,0,3,3,0.0
9,1.931,BluePickedUpBall,2,0,3,3,0.0
10,2.02,BluePickedUpBall,3,0,3,3,0.0
11,2.263,PurpleDash,3,0,3,3,0.0
12,2.606,BluePickedUpBall,4,0,3,3,0.0
13,3.398,PurpleDash,4,0,3,3,0.0
14,3.995,BlueDash,4,0,3,3,0.0
15,4.351,PurplePickedUpBall,4,1,3,3,0.0
16,4.397,PurpleThrewBall,4,0,3,3,0.0
17,4.404,HitBlue,4,0,2,3,0.0
18,4.406,PurplePickedUpBall,4,1,2,3,0.0
19,4.461,PurpleDash,4,1,2,3,0.0
20,5.07,PurplePickedUpBall,4,2,2,3,0.0
21,5.131,PurplePickedUpBall,4,3,2,3,0.0
22,5.331,PurpleThrewBall,4,2,2,3,0.0
23,5.377,HitBlue,4,2,1,3,0.0
24,5.529,PurpleDash,4,2,1,3,0.0
25,5.795,PurpleThrewBall,4,1,1,3,0.0
26,6.128,PurpleThrewBall,4,0,1,3,0.0
27,6.15,BlueDash,4,0,1,3,0.0
28,6.21,HitBlue,4,0,0,3,0.0
29,6.222,GameEnd,0,0,0,3,0.0
30,6.55,PurpleDash,0,0,0,3,0.0
31,7.618,PurpleDash,0,0,0,3,0.0
32,8.176,PurplePickedUpBall,0,1,0,3,0.0
33,8.21,WinScreenStart,0,1,0,3,0.0
34,16.222,ResetScene,0,0,3,3,0.0
35,20.25,FinishCountDown,0,0,3,3,0.0
36,20.265,PurpleDash,0,0,3,3,0.0
37,21.319,PurpleDash,0,0,3,3,0.0
38,22.514,PurpleDash,0,0,3,3,0.0
39,22.545,PurplePickedUpBall,0,1,3,3,0.0
40,23.108,PurplePickedUpBall,0,2,3,3,0.0
41,23.327,BluePickedUpBall,1,2,3,3,0.0
42,23.58,PurpleThrewBall,1,1,3,3,0.0
43,23.717,PurpleDash,1,1,3,3,0.0
44,24.415,BlueDash,1,1,3,3,0.0
45,24.481,BluePickedUpBall,2,1,3,3,0.0
46,24.723,BlueThrewBall,1,1,3,3,0.0
47,24.854,PurpleDash,1,1,3,3,0.0
48,26.177,PurpleDash,1,1,3,3,0.0
49,26.462,PurplePickedUpBall,1,2,3,3,0.0
50,27.39,PurpleDash,1,2,3,3,0.0
51,27.605,PurplePickedUpBall,1,3,3,3,0.0
52,27.646,PurpleThrewBall,1,2,3,3,0.0
53,27.729,HitBlue,1,2,2,3,0.0
54,27.978,PurpleThrewBall,1,1,2,3,0.0
55,28.254,PurpleThrewBall,1,0,2,3,0.0
56,28.292,HitBlue,1,0,1,3,0.0
57,28.454,PurpleDash,1,0,1,3,0.0
58,28.471,BlueThrewBall,0,0,1,3,0.0
59,29.121,PurplePickedUpBall,0,1,1,3,0.0
60,29.518,PurpleDash,0,1,1,3,0.0
61,30.852,PurpleDash,0,1,1,3,0.0
62,30.985,PurpleThrewBall,0,0,1,3,0.0
63,32.048,PurpleDash,0,0,1,3,0.0
64,32.27,PurplePickedUpBall,0,1,1,3,0.0
65,32.368,BluePickedUpBall,1,1,1,3,0.0
66,33.178,PurpleDash,1,1,1,3,0.0
67,33.313,PurpleThrewBall,1,0,1,3,0.0
68,33.458,BlueThrewBall,0,0,1,3,0.0
69,33.852,BluePickedUpBall,1,0,1,3,0.0
70,34.319,PurpleDash,1,0,1,3,0.0
71,34.439,BlueDash,1,0,1,3,0.0
72,35.525,PurpleDash,1,0,1,3,0.0
73,36.233,BlueThrewBall,0,0,1,3,0.0
74,36.587,PurpleDash,0,0,1,3,0.0
75,37.651,PurplePickedUpBall,0,1,1,3,0.0
76,37.789,PurpleDash,0,1,1,3,0.0
77,37.839,PurplePickedUpBall,0,2,1,3,0.0
78,38.915,PurpleDash,0,2,1,3,0.0
79,39.007,PurplePickedUpBall,0,3,1,3,0.0
80,40.184,PurpleDash,0,3,1,3,0.0
81,40.297,PurplePickedUpBall,0,4,1,3,0.0
82,41.162,BlueDash,0,4,1,3,0.0
83,41.178,PurpleThrewBall,0,3,1,3,0.0
84,41.24,PurpleDash,0,3,1,3,0.0
